"row_id","heart_disease_mortality_per_100k","metro_ruccs","population_ruccs","urban_influence","economic_typology","econ__pct_civilian_labor","econ__pct_unemployment","econ__pct_uninsured_adults","econ__pct_uninsured_children","demo__pct_female","demo__pct_below_18_years_of_age","demo__pct_aged_65_years_and_older","demo__pct_adults_less_than_a_high_school_diploma","demo__pct_adults_with_high_school_diploma","demo__pct_adults_with_some_college","demo__pct_adults_bachelors_or_higher","demo__birth_rate_per_1k","demo__death_rate_per_1k","health__pct_adult_obesity","health__pct_adult_smoking","health__pct_diabetes","health__pct_low_birthweight","health__pct_physical_inacticity","health__air_pollution_particulate_matter","health__motor_vehicle_crash_deaths_per_100k","health__pop_per_dentist","health__pop_per_primary_care_physician","yr","demo__pct_nonwhite","pure_population","metro_adjacency"
4509,210,"Nonmetro","Urban >20,000 metro non-adjacent","8","Federal/State government-dependent",0.536,0.037,0.178,0.101,0.504,0.223,0.147,0.054726368,0.239800995,0.32238806,0.383084577,12,9,0.235,0.179,0.069,0.082,0.201,11,16.43,1260,1159,"b",0.076,">20,000","nonadjacent"
5079,244,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","8","Nonspecialized",0.473,0.057,0.162,0.036,0.514,0.216,0.214,0.085599194,0.371601208,0.345417925,0.197381672,11,12,0.31,0.278,0.11,0.064,0.301,11,19.14,4649,3139,"a",0.024,"2,500 - <20,000","nonadjacent"
3108,379,"Nonmetro","Urban >20,000 metro-adjacent","6","Nonspecialized",0.433,0.069,0.183,0.051,0.519,0.242,0.173,0.161161161,0.39039039,0.291291291,0.157157157,13,14,0.338,0.296,0.125,0.089,0.321,14,26.12,2899,1829,"a",0.224,">20,000","adjacent"
2631,243,"Nonmetro","Rural metro non-adjacent","12","Federal/State government-dependent",0.465,0.046,0.421,0.192,0.519,0.247,0.161,0.378727634,0.327037773,0.193836978,0.100397614,14,4,0.29,NA,0.096,0.091,0.258,11,NA,NA,NA,"a",0.783,"< 2,500","nonadjacent"
963,260,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","9","Federal/State government-dependent",0.575,0.046,0.238,0.106,0.471,0.19,0.196,0.094621514,0.38247012,0.352589641,0.170318725,7,13,0.268,0.291,0.084,0.099,0.253,11,23.11,1430,1160,"b",0.052,"2,500 - <20,000","nonadjacent"
6,355,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","11","Nonspecialized",0.471,0.05,0.225,0.103,0.511,0.237,0.171,0.122367101,0.413239719,0.306920762,0.157472417,14,12,0.284,0.234,0.137,0.07,0.29,9,29.39,3489,2590,"a",0.036,"2,500 - <20,000","nonadjacent"
4690,227,"Nonmetro","Urban >20,000 metro-adjacent","5","Federal/State government-dependent",0.42,0.049,0.137,0.055,0.449,0.181,0.157,0.155778894,0.413065327,0.226130653,0.205025126,9,8,0.278,0.22,0.098,0.064,0.258,12,12.42,1720,1150,"a",0.13,">20,000","adjacent"
683,340,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Nonspecialized",0.377,0.116,0.24,0.062,0.506,0.259,0.149,0.23023023,0.478478478,0.202202202,0.089089089,13,12,0.304,0.513,0.123,0.076,0.376,13,33.68,3199,2459,"b",0.015,"2,500 - <20,000","adjacent"
108,244,"Nonmetro","Rural metro non-adjacent","12","Farm-dependent",0.68,0.02,0.2,0.106,0.493,0.219,0.229,0.064935065,0.324675325,0.412587413,0.197802198,7,19,0.292,0.122,0.096,NA,0.331,13,NA,1019,980,"b",0.073,"< 2,500","nonadjacent"
5035,250,"Nonmetro","Rural metro non-adjacent","10","Farm-dependent",0.549,0.047,0.122,0.08,0.509,0.223,0.243,0.072522983,0.337078652,0.409601634,0.180796731,13,12,0.279,NA,0.082,0.046,0.241,12,NA,6050,2990,"b",0.017,"< 2,500","nonadjacent"
1487,307,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Federal/State government-dependent",0.423,0.095,0.167,0.045,0.501,0.217,0.19,0.154233871,0.314516129,0.321572581,0.209677419,11,14,0.313,NA,0.111,0.084,0.305,13,17.47,2599,1359,"b",0.068,"2,500 - <20,000","adjacent"
842,341,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Federal/State government-dependent",0.336,0.087,0.255,0.085,0.486,0.213,0.147,0.194556452,0.424395161,0.23891129,0.142137097,11,11,0.319,0.197,0.146,0.122,0.318,13,17.63,2350,2359,"a",0.331,"2,500 - <20,000","adjacent"
2075,356,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","9","Federal/State government-dependent",0.402,0.069,0.277,0.11,0.509,0.26,0.158,0.176646707,0.308383234,0.361277445,0.153692615,14,14,0.327,0.249,0.137,0.116,0.351,12,26.58,7369,3069,"b",0.366,"2,500 - <20,000","nonadjacent"
2411,223,"Metro","Metro > 1 million","1","Nonspecialized",0.523,0.05,0.155,0.08,0.515,0.238,0.14,0.088145897,0.284701114,0.291793313,0.335359676,12,8,0.287,0.173,0.097,0.056,0.198,13,15.68,1910,2060,"b",0.167,"> 1,000,000","metro"
2270,235,"Nonmetro","Urban 2,500-19,999 metro-adjacent","5","Farm-dependent",0.526,0.016,0.131,0.062,0.479,0.212,0.158,0.08138352,0.282807731,0.416073245,0.219735504,12,8,0.312,0.194,0.08,0.061,0.253,12,19,1629,1620,"a",0.05,"2,500 - <20,000","adjacent"
2696,261,"Metro","Metro > 1 million","1","Nonspecialized",0.469,0.046,0.136,0.043,0.487,0.266,0.119,0.110889111,0.296703297,0.2997003,0.292707293,13,7,0.238,0.207,0.107,0.067,0.241,11,8.46,1530,1399,"a",0.333,"> 1,000,000","metro"
4464,268,"Nonmetro","Urban >20,000 metro-adjacent","5","Nonspecialized",0.452,0.061,0.16,0.062,0.503,0.209,0.182,0.102897103,0.40959041,0.311688312,0.175824176,9,12,0.332,0.194,0.126,0.075,0.302,14,12.68,2449,1330,"a",0.031,">20,000","adjacent"
5396,230,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.458,0.068,0.199,0.055,0.497,0.237,0.139,0.076,0.254,0.387,0.283,12,8,0.284,0.191,0.095,0.074,0.193,12,8.36,1439,1179,"b",0.095,"250,000 - 1,000,000","metro"
2883,209,"Nonmetro","Rural metro-adjacent","7","Federal/State government-dependent",0.385,0.044,0.216,0.138,0.417,0.199,0.168,0.209466264,0.426988922,0.213494461,0.150050352,9,8,0.24,0.242,0.067,0.089,0.238,14,24.8,1619,1809,"b",0.207,"< 2,500","adjacent"
3604,374,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Manufacturing-dependent",0.432,0.079,0.269,0.069,0.508,0.238,0.163,0.249246231,0.381909548,0.257286432,0.111557789,13,13,0.346,0.237,0.143,0.083,0.368,12,28.73,4569,1990,"b",0.207,"2,500 - <20,000","adjacent"
3438,398,"Nonmetro","Rural metro-adjacent","4","Nonspecialized",0.361,0.1,0.209,0.037,0.53,0.239,0.171,0.260040161,0.386546185,0.229919679,0.123493976,11,12,0.392,0.262,0.174,0.138,0.334,13,36.48,5009,5089,"a",0.681,"< 2,500","adjacent"
3460,252,"Nonmetro","Urban >20,000 metro-adjacent","5","Recreation",0.459,0.052,0.246,0.091,0.505,0.188,0.213,0.111445783,0.273092369,0.360441767,0.25502008,9,11,0.284,0.212,0.117,0.073,0.308,12,15.43,1420,1609,"a",0.132,">20,000","adjacent"
2464,248,"Nonmetro","Urban >20,000 metro-adjacent","3","Recreation",0.393,0.086,0.223,0.147,0.5,0.206,0.257,0.153306613,0.306613226,0.374749499,0.165330661,12,14,0.256,0.239,0.113,0.092,0.251,10,30.4,2080,1430,"b",0.335,">20,000","adjacent"
5151,259,"Metro","Metro 250k - 1 million","2","Farm-dependent",0.528,0.024,0.125,0.034,0.5,0.228,0.179,0.091897233,0.378458498,0.356719368,0.172924901,11,12,0.298,0.22,0.093,0.065,0.286,10,18.09,4810,2419,"a",0.022,"250,000 - 1,000,000","metro"
5357,304,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Mining-dependent",0.352,0.034,0.285,0.123,0.376,0.194,0.106,0.405970149,0.27960199,0.220895522,0.093532338,10,9,0.325,NA,0.093,0.108,0.291,9,NA,8520,6560,"b",0.55,"2,500 - <20,000","adjacent"
5464,208,"Metro","Metro > 1 million","1","Nonspecialized",0.548,0.06,0.132,0.029,0.513,0.241,0.12,0.072874494,0.186234818,0.265182186,0.475708502,11,6,0.249,0.124,0.079,0.073,0.194,13,5.14,1089,740,"b",0.289,"> 1,000,000","metro"
3971,362,"Nonmetro","Urban 2,500-19,999 metro-adjacent","5","Nonspecialized",0.37,0.077,0.255,0.073,0.521,0.254,0.152,0.196770938,0.341069627,0.297679112,0.164480323,14,13,0.381,0.273,0.146,0.134,0.348,11,30.46,2269,2019,"b",0.524,"2,500 - <20,000","adjacent"
2763,300,"Nonmetro","Urban >20,000 metro-adjacent","5","Nonspecialized",0.471,0.076,0.157,0.054,0.503,0.189,0.194,0.137791287,0.507598784,0.20668693,0.147922999,10,11,0.343,0.229,0.105,0.082,0.314,13,17.48,2880,2700,"b",0.066,">20,000","adjacent"
4613,330,"Metro","Metro 250k - 1 million","2","Federal/State government-dependent",0.454,0.053,0.269,0.067,0.532,0.252,0.113,0.140438247,0.243027888,0.332669323,0.283864542,13,8,0.359,0.212,0.141,0.16,0.335,12,18.76,1149,1249,"a",0.716,"250,000 - 1,000,000","metro"
2434,252,"Nonmetro","Rural metro non-adjacent","12","Farm-dependent",0.577,0.013,0.241,0.149,0.495,0.184,0.212,0.087525151,0.29778672,0.395372233,0.219315895,10,18,0.276,0.129,0.094,NA,0.309,10,NA,3659,3460,"b",0.045,"< 2,500","nonadjacent"
37,241,"Nonmetro","Urban >20,000 metro-adjacent","5","Recreation",0.404,0.08,0.213,0.082,0.479,0.171,0.222,0.097,0.293,0.402,0.208,9,14,0.232,0.194,0.092,0.052,0.205,10,16.46,939,1080,"a",0.175,">20,000","adjacent"
3808,266,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.428,0.044,0.296,0.141,0.503,0.235,0.172,0.120445344,0.259109312,0.410931174,0.20951417,11,8,0.285,NA,0.113,0.063,0.276,9,23.13,6739,1669,"a",0.242,"250,000 - 1,000,000","metro"
3738,261,"Metro","Metro > 1 million","1","Nonspecialized",0.461,0.044,0.151,0.06,0.459,0.213,0.138,0.140159046,0.410536779,0.277335984,0.171968191,10,8,0.311,0.265,0.097,0.076,0.314,13,14.3,4320,1950,"a",0.096,"> 1,000,000","metro"
942,263,"Metro","Metro > 1 million","1","Nonspecialized",0.499,0.053,0.361,0.16,0.506,0.274,0.094,0.229083665,0.226095618,0.258964143,0.285856574,16,6,0.301,0.164,0.096,0.071,0.249,10,10.32,1409,1600,"b",0.649,"> 1,000,000","metro"
3365,311,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.408,0.094,0.225,0.056,0.501,0.218,0.178,0.21536906,0.460060667,0.225480283,0.09908999,10,13,0.302,0.265,0.113,0.083,0.381,13,34.75,7610,7580,"b",0.036,"250,000 - 1,000,000","metro"
2801,234,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Farm-dependent",0.471,0.022,0.429,0.19,0.486,0.316,0.141,0.296747967,0.337398374,0.230691057,0.135162602,15,7,0.303,NA,0.114,0.076,0.262,10,33.25,8030,2719,"a",0.66,"2,500 - <20,000","adjacent"
1712,224,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.48,0.053,0.193,0.076,0.512,0.222,0.18,0.152694611,0.308383234,0.29241517,0.246506986,9,10,0.275,0.222,0.119,0.077,0.261,13,19.44,3479,2589,"b",0.153,"250,000 - 1,000,000","metro"
3333,198,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","11","Farm-dependent",0.524,0.025,0.272,0.166,0.381,0.215,0.136,0.195939086,0.343147208,0.247715736,0.21319797,9,6,0.299,NA,0.101,0.068,0.264,11,NA,NA,NA,"a",0.326,"2,500 - <20,000","nonadjacent"
6120,250,"Metro","Metro > 1 million","1","Nonspecialized",0.525,0.06,0.136,0.028,0.484,0.211,0.161,0.096288867,0.330992979,0.36108325,0.211634905,10,9,0.284,0.175,0.081,0.071,0.304,13,17.84,4010,3159,"b",0.064,"> 1,000,000","metro"
3684,204,"Metro","Metro > 1 million","1","Manufacturing-dependent",0.559,0.052,0.106,0.061,0.501,0.252,0.16,0.09,0.354,0.343,0.213,11,8,0.293,0.139,0.078,0.058,0.21,13,9.28,3469,9219,"a",0.077,"> 1,000,000","metro"
1785,277,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.474,0.041,0.178,0.099,0.489,0.356,0.123,0.090107738,0.349657199,0.399608227,0.160626836,17,6,0.314,0.135,0.079,0.059,0.212,13,16.16,2580,1469,"a",0.071,"250,000 - 1,000,000","metro"
646,276,"Nonmetro","Rural metro non-adjacent","12","Farm-dependent",0.545,0.04,0.16,0.092,0.504,0.215,0.234,0.117346939,0.28877551,0.382653061,0.21122449,14,17,0.304,0.14,0.101,NA,0.29,10,NA,800,NA,"a",0.073,"< 2,500","nonadjacent"
1982,268,"Metro","Metro <250k","2","Manufacturing-dependent",0.503,0.054,0.256,0.111,0.507,0.281,0.132,0.188362919,0.365877712,0.262327416,0.183431953,15,8,0.297,0.197,0.091,0.078,0.273,13,13.84,3080,2089,"b",0.224,"< 250,000","metro"
4904,238,"Nonmetro","Rural metro-adjacent","7","Farm-dependent",0.515,0.023,0.159,0.064,0.506,0.243,0.248,0.11746988,0.333333333,0.282128514,0.267068273,16,16,0.303,0.102,0.09,0.054,0.284,12,NA,2379,890,"a",0.05,"< 2,500","adjacent"
4191,283,"Metro","Metro <250k","2","Nonspecialized",0.478,0.059,0.194,0.044,0.524,0.19,0.186,0.090999011,0.34421365,0.263105836,0.301681503,10,14,0.277,0.258,0.117,0.094,0.245,14,5.1,1090,670,"a",0.051,"< 250,000","metro"
3952,346,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","11","Mining-dependent",0.501,0.041,0.351,0.178,0.492,0.309,0.1,0.251241311,0.294935452,0.306852036,0.146971202,18,7,0.311,NA,0.089,0.076,0.257,11,32.38,3600,2140,"a",0.537,"2,500 - <20,000","nonadjacent"
5058,363,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Manufacturing-dependent",0.425,0.069,0.214,0.064,0.534,0.216,0.18,0.17740337,0.370664024,0.309217047,0.14271556,11,13,0.337,0.114,0.153,0.127,0.305,12,21.71,4819,2680,"b",0.45,"2,500 - <20,000","adjacent"
5229,331,"Metro","Metro <250k","2","Nonspecialized",0.357,0.083,0.248,0.102,0.57,0.201,0.163,0.192807193,0.42957043,0.263736264,0.113886114,7,9,0.307,0.165,0.135,0.094,0.317,13,16.56,12960,1170,"b",0.374,"< 250,000","metro"
3164,297,"Metro","Metro <250k","2","Nonspecialized",0.419,0.075,0.231,0.053,0.508,0.199,0.185,0.192079208,0.386138614,0.257425743,0.164356436,10,12,0.305,0.307,0.14,0.102,0.326,13,17.83,3669,3569,"b",0.024,"< 250,000","metro"
136,257,"Nonmetro","Rural metro-adjacent","7","Nonspecialized",0.517,0.06,0.163,0.08,0.501,0.225,0.173,0.106962664,0.437941473,0.302724521,0.152371342,10,7,0.306,0.187,0.102,0.086,0.28,14,19.49,2650,4189,"b",0.045,"< 2,500","adjacent"
1708,276,"Nonmetro","Urban >20,000 metro-adjacent","3","Nonspecialized",0.476,0.068,0.137,0.052,0.507,0.201,0.195,0.112662014,0.44666002,0.248255234,0.192422732,11,13,0.318,0.207,0.109,0.091,0.276,14,11.36,1900,2090,"a",0.055,">20,000","adjacent"
1391,273,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","8","Recreation",0.394,0.076,0.216,0.083,0.515,0.159,0.311,0.103030303,0.273737374,0.385858586,0.237373737,7,16,0.295,0.213,0.114,0.049,0.223,8,19.14,1859,1300,"a",0.118,"2,500 - <20,000","nonadjacent"
6169,381,"Nonmetro","Urban 2,500-19,999 metro-adjacent","4","Nonspecialized",0.401,0.056,0.338,0.157,0.481,0.253,0.159,0.162350598,0.410358566,0.267928287,0.15936255,14,12,0.346,0.261,0.107,0.08,0.37,10,41.67,4930,4939,"a",0.402,"2,500 - <20,000","adjacent"
217,242,"Metro","Metro > 1 million","1","Nonspecialized",0.523,0.044,0.121,0.03,0.499,0.216,0.133,0.096192385,0.280561122,0.263527054,0.359719439,12,8,0.259,0.152,0.084,0.095,0.214,12,8.59,1800,1249,"a",0.364,"> 1,000,000","metro"
1883,350,"Nonmetro","Rural metro non-adjacent","10","Farm-dependent",0.471,0.054,0.236,0.091,0.516,0.218,0.195,0.180376611,0.386521308,0.304261645,0.128840436,14,14,0.301,NA,0.122,0.092,0.301,14,35,5089,2520,"b",0.044,"< 2,500","nonadjacent"
5254,278,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","9","Nonspecialized",0.432,0.052,0.279,0.155,0.52,0.243,0.204,0.143730887,0.333333333,0.346585117,0.176350663,11,11,0.295,NA,0.099,0.074,0.27,10,24.48,5329,3539,"a",0.197,"2,500 - <20,000","nonadjacent"
868,390,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","9","Farm-dependent",0.421,0.067,0.228,0.076,0.495,0.219,0.194,0.202581927,0.378351539,0.307845084,0.11122145,13,13,0.314,0.324,0.132,0.09,0.367,14,25.22,9490,1859,"b",0.024,"2,500 - <20,000","nonadjacent"
3236,282,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Nonspecialized",0.493,0.063,0.164,0.072,0.506,0.205,0.207,0.136182903,0.502982107,0.222664016,0.138170974,9,11,0.343,0.228,0.131,0.059,0.295,13,22.67,2039,3079,"a",0.024,"2,500 - <20,000","adjacent"
2024,210,"Metro","Metro <250k","2","Recreation",0.487,0.064,0.226,0.081,0.502,0.203,0.139,0.095808383,0.219560878,0.360279441,0.324351297,11,7,0.252,0.146,0.079,0.039,0.152,12,8.99,1549,1170,"b",0.141,"< 250,000","metro"
5426,314,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","9","Manufacturing-dependent",0.478,0.058,0.205,0.1,0.497,0.248,0.17,0.146853147,0.438561439,0.285714286,0.128871129,13,11,0.322,0.184,0.11,0.074,0.269,13,27,2319,1890,"b",0.066,"2,500 - <20,000","nonadjacent"
3372,138,"Nonmetro","Rural metro non-adjacent","8","Farm-dependent",0.613,0.014,0.191,0.107,0.489,0.238,0.213,0.063429138,0.331020813,0.341922696,0.263627354,7,8,0.28,0.139,0.081,NA,0.31,13,NA,NA,NA,"b",0.064,"< 2,500","nonadjacent"
1646,246,"Metro","Metro > 1 million","1","Nonspecialized",0.531,0.045,0.123,0.036,0.513,0.251,0.123,0.070436508,0.251984127,0.284722222,0.392857143,11,7,0.269,0.148,0.081,0.071,0.221,13,9.6,1600,1550,"b",0.199,"> 1,000,000","metro"
985,243,"Nonmetro","Rural metro non-adjacent","12","Recreation",0.463,0.075,0.194,0.09,0.501,0.173,0.273,0.078140455,0.321463897,0.339268051,0.261127596,9,13,0.288,0.186,0.11,0.058,0.225,11,18.47,1009,1120,"a",0.129,"< 2,500","nonadjacent"
572,408,"Metro","Metro <250k","2","Farm-dependent",0.479,0.041,0.265,0.093,0.498,0.233,0.172,0.149209486,0.403162055,0.282608696,0.165019763,12,15,0.352,0.314,0.137,0.075,0.393,10,22,NA,6150,"a",0.203,"< 250,000","metro"
5209,335,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Nonspecialized",0.388,0.073,0.297,0.095,0.499,0.237,0.181,0.178109453,0.415920398,0.265671642,0.140298507,12,10,0.383,0.235,0.146,0.115,0.335,10,40.31,6050,4860,"a",0.28,"2,500 - <20,000","adjacent"
1925,215,"Nonmetro","Rural metro non-adjacent","12","Farm-dependent",0.678,0.038,0.283,0.179,0.485,0.227,0.205,0.102487562,0.383084577,0.308457711,0.205970149,8,14,0.213,0.107,0.078,NA,0.206,10,NA,1990,2050,"b",0.069,"< 2,500","nonadjacent"
6034,278,"Metro","Metro <250k","2","Nonspecialized",0.41,0.061,0.227,0.069,0.502,0.224,0.171,0.170318725,0.434262948,0.296812749,0.098605578,11,12,0.312,0.26,0.134,0.065,0.344,14,29.67,4819,14310,"b",0.075,"< 250,000","metro"
3784,318,"Nonmetro","Rural metro non-adjacent","10","Recreation",0.466,0.08,0.228,0.07,0.505,0.196,0.251,0.239,0.381,0.277,0.103,9,11,0.322,NA,0.152,0.086,0.336,13,NA,NA,5099,"a",0.016,"< 2,500","nonadjacent"
4500,233,"Nonmetro","Urban >20,000 metro-adjacent","5","Recreation",0.381,0.096,0.268,0.172,0.495,0.284,0.155,0.189243028,0.297808765,0.36752988,0.145418327,15,9,0.313,0.17,0.12,0.084,0.249,10,37.55,1650,1419,"a",0.559,">20,000","adjacent"
2932,203,"Metro","Metro <250k","2","Manufacturing-dependent",0.529,0.047,0.22,0.083,0.498,0.27,0.132,0.168326693,0.329681275,0.322709163,0.179282869,17,8,0.304,0.167,0.084,0.069,0.268,11,12.97,1330,1690,"b",0.304,"< 250,000","metro"
57,313,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.454,0.056,0.219,0.056,0.51,0.267,0.114,0.125373134,0.340298507,0.342288557,0.192039801,14,8,0.302,0.206,0.107,0.082,0.291,12,24.24,3910,5770,"b",0.112,"250,000 - 1,000,000","metro"
4724,266,"Nonmetro","Urban >20,000 metro-adjacent","5","Nonspecialized",0.484,0.063,0.112,0.047,0.508,0.211,0.147,0.097264438,0.348530902,0.318135765,0.236068896,10,8,0.279,0.209,0.083,0.083,0.218,12,6.51,2720,1899,"a",0.056,">20,000","adjacent"
3974,292,"Nonmetro","Rural metro non-adjacent","10","Manufacturing-dependent",0.442,0.066,0.185,0.05,0.491,0.235,0.179,0.117938553,0.447968285,0.303270565,0.130822597,11,10,0.366,0.211,0.122,0.068,0.249,11,11.5,7749,2899,"a",0.038,"< 2,500","nonadjacent"
1933,274,"Nonmetro","Urban >20,000 metro-adjacent","5","Nonspecialized",0.384,0.089,0.24,0.08,0.486,0.214,0.184,0.12751004,0.319277108,0.408634538,0.144578313,11,12,0.344,0.226,0.126,0.064,0.255,11,15.85,2150,2239,"a",0.203,">20,000","adjacent"
463,245,"Nonmetro","Rural metro non-adjacent","12","Federal/State government-dependent",0.285,0.112,0.231,0.076,0.441,0.197,0.172,0.257142857,0.414778325,0.25320197,0.074876847,9,9,0.362,0.314,0.109,0.117,0.368,13,41.15,2940,7699,"b",0.041,"< 2,500","nonadjacent"
244,239,"Nonmetro","Urban >20,000 metro non-adjacent","8","Federal/State government-dependent",0.395,0.063,0.377,0.145,0.496,0.297,0.134,0.334673367,0.260301508,0.231155779,0.173869347,17,7,0.278,0.122,0.1,0.072,0.258,10,11.07,3369,3060,"b",0.839,">20,000","nonadjacent"
4231,325,"Nonmetro","Rural metro non-adjacent","10","Nonspecialized",0.499,0.04,0.182,0.123,0.514,0.241,0.209,0.033165829,0.304522613,0.345728643,0.316582915,8,4,0.288,NA,0.113,NA,0.273,10,NA,NA,NA,"a",0.14,"< 2,500","nonadjacent"
6260,214,"Nonmetro","Urban 2,500-19,999 metro-adjacent","4","Nonspecialized",0.543,0.052,0.124,0.069,0.507,0.236,0.165,0.098703888,0.384845464,0.347956132,0.168494516,12,9,0.285,0.205,0.101,0.06,0.229,13,18.12,3280,2059,"a",0.035,"2,500 - <20,000","adjacent"
3360,241,"Metro","Metro 250k - 1 million","2","Recreation",0.405,0.076,0.236,0.075,0.513,0.173,0.249,0.129065041,0.278455285,0.333333333,0.259146341,9,11,0.292,0.219,0.11,0.08,0.219,12,25.42,2949,2549,"a",0.169,"250,000 - 1,000,000","metro"
656,299,"Metro","Metro > 1 million","1","Nonspecialized",0.423,0.067,0.228,0.073,0.473,0.217,0.16,0.236345581,0.424031778,0.226415094,0.113207547,13,11,0.336,0.375,0.121,0.09,0.342,14,22.33,8559,6099,"b",0.091,"> 1,000,000","metro"
1724,215,"Metro","Metro 250k - 1 million","2","Recreation",0.509,0.045,0.123,0.061,0.488,0.19,0.167,0.073219659,0.292878636,0.364092277,0.269809428,10,10,0.275,0.223,0.087,0.061,0.19,11,11.25,1420,820,"b",0.072,"250,000 - 1,000,000","metro"
3746,380,"Nonmetro","Urban >20,000 metro-adjacent","6","Nonspecialized",0.429,0.091,0.209,0.062,0.526,0.241,0.167,0.159521436,0.389830508,0.289132602,0.161515454,12,13,0.365,0.309,0.115,0.106,0.374,14,26.41,3160,1719,"b",0.232,">20,000","adjacent"
4710,213,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Nonspecialized",0.499,0.058,0.165,0.063,0.515,0.236,0.208,0.043737575,0.330019881,0.393638171,0.232604374,12,12,0.344,0.18,0.1,0.064,0.248,10,17.41,2800,849,"a",0.042,"2,500 - <20,000","adjacent"
3556,252,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.503,0.06,0.169,0.061,0.513,0.223,0.171,0.10139165,0.37972167,0.301192843,0.217693837,12,10,0.313,0.214,0.111,0.086,0.271,14,9.83,1819,1279,"b",0.109,"250,000 - 1,000,000","metro"
1192,181,"Metro","Metro > 1 million","1","Mining-dependent",0.594,0.047,0.137,0.101,0.48,0.16,0.152,0.033966034,0.228771229,0.328671329,0.408591409,9,7,0.168,0.194,0.054,0.117,0.174,13,19.4,3029,NA,"b",0.067,"> 1,000,000","metro"
3298,364,"Metro","Metro 250k - 1 million","2","Manufacturing-dependent",0.425,0.075,0.216,0.066,0.523,0.212,0.189,0.218289086,0.378564405,0.280235988,0.122910521,11,13,0.361,0.252,0.16,0.119,0.343,13,14.82,7000,1660,"a",0.336,"250,000 - 1,000,000","metro"
1390,323,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.467,0.043,0.217,0.054,0.504,0.244,0.155,0.111445783,0.422690763,0.299196787,0.166666667,11,11,0.353,0.392,0.111,0.099,0.318,12,25.57,3599,5989,"a",0.055,"250,000 - 1,000,000","metro"
5583,329,"Nonmetro","Urban >20,000 metro-adjacent","3","Nonspecialized",0.477,0.062,0.229,0.056,0.513,0.226,0.165,0.175298805,0.346613546,0.319721116,0.158366534,11,13,0.293,0.252,0.127,0.097,0.307,13,17.84,2690,1980,"a",0.251,">20,000","adjacent"
788,420,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","9","Farm-dependent",0.334,0.091,0.281,0.054,0.499,0.234,0.19,0.210050251,0.449246231,0.23718593,0.103517588,10,11,0.39,0.358,0.157,0.116,0.361,12,28.68,2260,1140,"a",0.581,"2,500 - <20,000","nonadjacent"
2119,209,"Metro","Metro > 1 million","1","Recreation",0.433,0.046,0.29,0.166,0.502,0.178,0.223,0.148702595,0.295409182,0.340319361,0.215568862,7,11,0.291,0.215,0.125,0.092,0.292,9,29.3,6949,4100,"b",0.174,"> 1,000,000","metro"
1241,256,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","12","Recreation",0.481,0.084,0.194,0.088,0.489,0.191,0.224,0.090727817,0.350947159,0.333998006,0.224327019,10,12,0.288,0.27,0.087,0.056,0.23,11,26.67,1270,919,"a",0.2,"2,500 - <20,000","nonadjacent"
462,220,"Metro","Metro <250k","2","Recreation",0.498,0.065,0.129,0.04,0.515,0.2,0.184,0.092721834,0.332003988,0.295114656,0.280159521,9,11,0.287,0.247,0.106,0.077,0.202,11,9.69,1119,900,"b",0.039,"< 250,000","metro"
4238,234,"Nonmetro","Rural metro-adjacent","7","Farm-dependent",0.548,0.03,0.244,0.166,0.485,0.181,0.276,0.111776447,0.378243513,0.332335329,0.177644711,11,8,0.336,NA,0.123,NA,0.304,10,NA,2370,2329,"a",0.039,"< 2,500","adjacent"
2662,173,"Metro","Metro <250k","2","Recreation",0.404,0.038,0.249,0.137,0.497,0.299,0.175,0.073852295,0.25249501,0.400199601,0.273453094,15,8,0.233,0.072,0.073,0.059,0.19,11,16.35,1509,1960,"b",0.126,"< 250,000","metro"
