"row_id","heart_disease_mortality_per_100k","metro_ruccs","population_ruccs","urban_influence","economic_typology","econ__pct_civilian_labor","econ__pct_unemployment","econ__pct_uninsured_adults","econ__pct_uninsured_children","demo__pct_female","demo__pct_below_18_years_of_age","demo__pct_aged_65_years_and_older","demo__pct_adults_less_than_a_high_school_diploma","demo__pct_adults_with_high_school_diploma","demo__pct_adults_with_some_college","demo__pct_adults_bachelors_or_higher","demo__birth_rate_per_1k","demo__death_rate_per_1k","health__pct_adult_obesity","health__pct_adult_smoking","health__pct_diabetes","health__pct_low_birthweight","health__pct_excessive_drinking","health__pct_physical_inacticity","health__air_pollution_particulate_matter","health__homicides_per_100k","health__motor_vehicle_crash_deaths_per_100k","health__pop_per_dentist","health__pop_per_primary_care_physician","yr","demo__pct_nonwhite","pure_population","metro_adjacency"
1982,268,"Metro","Metro <250k","2","Manufacturing-dependent",0.503,0.054,0.256,0.111,0.507,0.281,0.132,0.188362919,0.365877712,0.262327416,0.183431953,15,8,0.297,0.197,0.091,0.078,0.1,0.273,13,3.22,13.84,3080,2089,"b",0.224,"< 250,000","metro"
3164,297,"Metro","Metro <250k","2","Nonspecialized",0.419,0.075,0.231,0.053,0.508,0.199,0.185,0.192079208,0.386138614,0.257425743,0.164356436,10,12,0.305,0.307,0.14,0.102,0.072,0.326,13,3.71,17.83,3669,3569,"b",0.024,"< 250,000","metro"
1708,276,"Nonmetro","Urban >20,000 metro-adjacent","3","Nonspecialized",0.476,0.068,0.137,0.052,0.507,0.201,0.195,0.112662014,0.44666002,0.248255234,0.192422732,11,13,0.318,0.207,0.109,0.091,0.109,0.276,14,4.3,11.36,1900,2090,"a",0.055,">20,000","adjacent"
6169,381,"Nonmetro","Urban 2,500-19,999 metro-adjacent","4","Nonspecialized",0.401,0.056,0.338,0.157,0.481,0.253,0.159,0.162350598,0.410358566,0.267928287,0.15936255,14,12,0.346,0.261,0.107,0.08,0.096,0.37,10,5.4,41.67,4930,4939,"a",0.402,"2,500 - <20,000","adjacent"
217,242,"Metro","Metro > 1 million","1","Nonspecialized",0.523,0.044,0.121,0.03,0.499,0.216,0.133,0.096192385,0.280561122,0.263527054,0.359719439,12,8,0.259,0.152,0.084,0.095,0.215,0.214,12,6.7,8.59,1800,1249,"a",0.364,"> 1,000,000","metro"
2024,210,"Metro","Metro <250k","2","Recreation",0.487,0.064,0.226,0.081,0.502,0.203,0.139,0.095808383,0.219560878,0.360279441,0.324351297,11,7,0.252,0.146,0.079,0.039,0.172,0.152,12,1.23,8.99,1549,1170,"b",0.141,"< 250,000","metro"
1646,246,"Metro","Metro > 1 million","1","Nonspecialized",0.531,0.045,0.123,0.036,0.513,0.251,0.123,0.070436508,0.251984127,0.284722222,0.392857143,11,7,0.269,0.148,0.081,0.071,0.179,0.221,13,2.46,9.6,1600,1550,"b",0.199,"> 1,000,000","metro"
4500,233,"Nonmetro","Urban >20,000 metro-adjacent","5","Recreation",0.381,0.096,0.268,0.172,0.495,0.284,0.155,0.189243028,0.297808765,0.36752988,0.145418327,15,9,0.313,0.17,0.12,0.084,0.12,0.249,10,11.2,37.55,1650,1419,"a",0.559,">20,000","adjacent"
2932,203,"Metro","Metro <250k","2","Manufacturing-dependent",0.529,0.047,0.22,0.083,0.498,0.27,0.132,0.168326693,0.329681275,0.322709163,0.179282869,17,8,0.304,0.167,0.084,0.069,0.18,0.268,11,3.05,12.97,1330,1690,"b",0.304,"< 250,000","metro"
57,313,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.454,0.056,0.219,0.056,0.51,0.267,0.114,0.125373134,0.340298507,0.342288557,0.192039801,14,8,0.302,0.206,0.107,0.082,0.158,0.291,12,4.24,24.24,3910,5770,"b",0.112,"250,000 - 1,000,000","metro"
1933,274,"Nonmetro","Urban >20,000 metro-adjacent","5","Nonspecialized",0.384,0.089,0.24,0.08,0.486,0.214,0.184,0.12751004,0.319277108,0.408634538,0.144578313,11,12,0.344,0.226,0.126,0.064,0.212,0.255,11,2.6,15.85,2150,2239,"a",0.203,">20,000","adjacent"
244,239,"Nonmetro","Urban >20,000 metro non-adjacent","8","Federal/State government-dependent",0.395,0.063,0.377,0.145,0.496,0.297,0.134,0.334673367,0.260301508,0.231155779,0.173869347,17,7,0.278,0.122,0.1,0.072,0.126,0.258,10,2.59,11.07,3369,3060,"b",0.839,">20,000","nonadjacent"
3360,241,"Metro","Metro 250k - 1 million","2","Recreation",0.405,0.076,0.236,0.075,0.513,0.173,0.249,0.129065041,0.278455285,0.333333333,0.259146341,9,11,0.292,0.219,0.11,0.08,0.149,0.219,12,6.3,25.42,2949,2549,"a",0.169,"250,000 - 1,000,000","metro"
1724,215,"Metro","Metro 250k - 1 million","2","Recreation",0.509,0.045,0.123,0.061,0.488,0.19,0.167,0.073219659,0.292878636,0.364092277,0.269809428,10,10,0.275,0.223,0.087,0.061,0.189,0.19,11,1.65,11.25,1420,820,"b",0.072,"250,000 - 1,000,000","metro"
3746,380,"Nonmetro","Urban >20,000 metro-adjacent","6","Nonspecialized",0.429,0.091,0.209,0.062,0.526,0.241,0.167,0.159521436,0.389830508,0.289132602,0.161515454,12,13,0.365,0.309,0.115,0.106,0.102,0.374,14,4.99,26.41,3160,1719,"b",0.232,">20,000","adjacent"
3556,252,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.503,0.06,0.169,0.061,0.513,0.223,0.171,0.10139165,0.37972167,0.301192843,0.217693837,12,10,0.313,0.214,0.111,0.086,0.148,0.271,14,2.53,9.83,1819,1279,"b",0.109,"250,000 - 1,000,000","metro"
3298,364,"Metro","Metro 250k - 1 million","2","Manufacturing-dependent",0.425,0.075,0.216,0.066,0.523,0.212,0.189,0.218289086,0.378564405,0.280235988,0.122910521,11,13,0.361,0.252,0.16,0.119,0.105,0.343,13,8.5,14.82,7000,1660,"a",0.336,"250,000 - 1,000,000","metro"
5583,329,"Nonmetro","Urban >20,000 metro-adjacent","3","Nonspecialized",0.477,0.062,0.229,0.056,0.513,0.226,0.165,0.175298805,0.346613546,0.319721116,0.158366534,11,13,0.293,0.252,0.127,0.097,0.088,0.307,13,6.8,17.84,2690,1980,"a",0.251,">20,000","adjacent"
2662,173,"Metro","Metro <250k","2","Recreation",0.404,0.038,0.249,0.137,0.497,0.299,0.175,0.073852295,0.25249501,0.400199601,0.273453094,15,8,0.233,0.072,0.073,0.059,0.069,0.19,11,0.45,16.35,1509,1960,"b",0.126,"< 250,000","metro"
3757,382,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","11","Nonspecialized",0.428,0.083,0.31,0.116,0.501,0.248,0.168,0.186423506,0.416413374,0.261398176,0.135764944,15,13,0.358,0.229,0.12,0.078,0.092,0.366,11,11.06,43.08,3729,2070,"b",0.305,"2,500 - <20,000","nonadjacent"
4914,331,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.327,0.062,0.215,0.063,0.479,0.277,0.108,0.157684631,0.327345309,0.351297405,0.163672655,23,8,0.333,0.246,0.109,0.084,0.122,0.316,14,5.8,16.96,740,2349,"a",0.322,"250,000 - 1,000,000","metro"
5694,336,"Nonmetro","Urban >20,000 metro-adjacent","3","Manufacturing-dependent",0.433,0.081,0.195,0.043,0.517,0.231,0.165,0.212362911,0.362911266,0.292123629,0.132602193,11,12,0.384,0.237,0.14,0.133,0.114,0.362,13,8.7,23.67,3850,3140,"b",0.351,">20,000","adjacent"
5443,225,"Metro","Metro > 1 million","1","Nonspecialized",0.529,0.043,0.126,0.039,0.508,0.23,0.156,0.061553986,0.225025227,0.201816347,0.51160444,9,7,0.221,0.126,0.079,0.085,0.167,0.2,11,-0.4,3.82,930,979,"a",0.247,"> 1,000,000","metro"
2779,330,"Metro","Metro <250k","2","Nonspecialized",0.405,0.069,0.225,0.054,0.517,0.222,0.174,0.203235592,0.368048534,0.303336704,0.125379171,10,12,0.336,0.322,0.127,0.092,0.121,0.346,12,8.13,32.53,13579,5349,"b",0.156,"< 250,000","metro"
3953,320,"Nonmetro","Urban >20,000 metro-adjacent","5","Nonspecialized",0.46,0.084,0.21,0.053,0.536,0.221,0.201,0.212212212,0.279279279,0.335335335,0.173173173,13,15,0.34,0.245,0.121,0.122,0.106,0.321,13,17.1,14.52,1110,1039,"b",0.524,">20,000","adjacent"
4128,278,"Nonmetro","Urban >20,000 metro-adjacent","3","Nonspecialized",0.458,0.068,0.187,0.062,0.51,0.231,0.164,0.133266533,0.432865731,0.285571142,0.148296593,12,11,0.297,0.228,0.106,0.099,0.158,0.324,14,2.83,14.48,1750,1590,"b",0.057,">20,000","adjacent"
4759,332,"Nonmetro","Urban >20,000 metro-adjacent","3","Manufacturing-dependent",0.53,0.061,0.272,0.102,0.523,0.266,0.134,0.162,0.357,0.293,0.188,13,9,0.304,0.148,0.139,0.109,0.109,0.3,13,3.41,16.65,1900,1990,"b",0.384,">20,000","adjacent"
5009,261,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.436,0.127,0.295,0.085,0.5,0.311,0.093,0.323030907,0.244267198,0.298105683,0.134596211,16,6,0.311,0.115,0.08,0.066,0.14,0.178,9,8.66,18.42,2519,2269,"b",0.697,"250,000 - 1,000,000","metro"
5003,202,"Metro","Metro > 1 million","1","Nonspecialized",0.494,0.04,0.241,0.107,0.502,0.285,0.101,0.121364092,0.180541625,0.263791374,0.434302909,14,4,0.252,0.097,0.075,0.089,0.153,0.213,9,4.1,7.45,2240,1340,"a",0.637,"> 1,000,000","metro"
4870,278,"Metro","Metro <250k","2","Nonspecialized",0.455,0.06,0.167,0.042,0.484,0.224,0.148,0.106786427,0.351297405,0.347305389,0.194610778,11,10,0.345,0.206,0.095,0.079,0.224,0.26,13,2.71,12.09,1930,2150,"b",0.124,"< 250,000","metro"
2007,317,"Nonmetro","Urban >20,000 metro-adjacent","3","Nonspecialized",0.411,0.084,0.241,0.077,0.527,0.244,0.158,0.239520958,0.369261477,0.28243513,0.108782435,13,11,0.356,0.279,0.154,0.114,0.077,0.321,12,17.9,17.71,2349,2250,"a",0.582,">20,000","adjacent"
753,346,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Manufacturing-dependent",0.322,0.064,0.405,0.11,0.507,0.297,0.129,0.306403941,0.35270936,0.262068966,0.078817734,17,9,0.382,0.221,0.138,0.077,0.15,0.308,11,9.53,35.38,4329,1719,"b",0.401,"2,500 - <20,000","adjacent"
3161,238,"Metro","Metro > 1 million","1","Nonspecialized",0.527,0.064,0.275,0.074,0.5,0.194,0.109,0.171686747,0.268072289,0.195783133,0.364457831,15,6,0.246,0.155,0.075,0.085,0.176,0.265,11,4.74,3.93,1769,1879,"b",0.706,"> 1,000,000","metro"
3113,166,"Metro","Metro > 1 million","1","Nonspecialized",0.539,0.044,0.118,0.044,0.512,0.298,0.068,0.067067067,0.131131131,0.211211211,0.590590591,14,3,0.229,0.093,0.079,0.06,0.196,0.214,13,1.18,6.36,1660,1399,"b",0.349,"> 1,000,000","metro"
5133,281,"Nonmetro","Urban >20,000 metro-adjacent","5","Nonspecialized",0.491,0.058,0.144,0.04,0.503,0.206,0.173,0.091273821,0.416248746,0.268806419,0.223671013,10,11,0.3,0.2,0.097,0.092,0.227,0.317,12,3.98,13.33,2389,2729,"b",0.084,">20,000","adjacent"
2245,316,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.474,0.061,0.179,0.047,0.504,0.261,0.12,0.125992063,0.33531746,0.30952381,0.229166667,12,10,0.308,0.215,0.125,0.094,0.165,0.292,13,2.57,23.92,3730,2629,"b",0.204,"250,000 - 1,000,000","metro"
1523,254,"Metro","Metro > 1 million","1","Nonspecialized",0.502,0.049,0.143,0.056,0.501,0.258,0.136,0.083333333,0.335294118,0.314705882,0.266666667,11,8,0.3,0.196,0.106,0.074,0.159,0.26,13,2.01,10.96,2420,1610,"b",0.103,"> 1,000,000","metro"
466,193,"Metro","Metro > 1 million","1","Recreation",0.497,0.057,0.286,0.142,0.512,0.203,0.217,0.126242545,0.257455268,0.28528827,0.331013917,10,10,0.228,0.137,0.087,0.093,0.15,0.226,11,7.13,14.13,1519,1280,"b",0.397,"> 1,000,000","metro"
3336,273,"Metro","Metro > 1 million","1","Federal/State government-dependent",0.503,0.027,0.195,0.096,0.504,0.228,0.112,0.085742772,0.26221336,0.336989033,0.315054835,11,7,0.298,0.215,0.094,0.067,0.158,0.226,10,1.7,8.43,2360,1960,"a",0.214,"> 1,000,000","metro"
4293,231,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.395,0.094,0.469,0.153,0.523,0.326,0.125,0.348214286,0.246031746,0.244047619,0.161706349,18,6,0.27,0.131,0.083,0.08,0.168,0.214,9,1.29,7.83,4110,2250,"b",0.924,"250,000 - 1,000,000","metro"
3396,347,"Metro","Metro <250k","2","Federal/State government-dependent",0.458,0.078,0.146,0.047,0.482,0.168,0.179,0.115422886,0.423880597,0.284577114,0.176119403,10,12,0.28,0.225,0.119,0.098,0.155,0.307,13,1.3,14.19,1629,1690,"b",0.107,"< 250,000","metro"
4187,395,"Nonmetro","Urban >20,000 metro non-adjacent","8","Mining-dependent",0.454,0.048,0.29,0.124,0.509,0.259,0.158,0.145061728,0.389917695,0.273662551,0.191358025,14,13,0.37,0.227,0.126,0.097,0.071,0.364,10,6.72,29.94,1740,1919,"b",0.223,">20,000","nonadjacent"
2782,186,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.48,0.045,0.232,0.097,0.515,0.205,0.223,0.13897281,0.2306143,0.253776435,0.376636455,9,9,0.255,0.204,0.102,0.078,0.172,0.224,12,5.2,17.62,4769,990,"a",0.292,"250,000 - 1,000,000","metro"
5859,391,"Nonmetro","Urban 2,500-19,999 metro-adjacent","5","Nonspecialized",0.45,0.055,0.302,0.115,0.51,0.247,0.182,0.157472417,0.364092277,0.337011033,0.141424273,15,15,0.331,0.337,0.153,0.08,0.108,0.366,9,4.4,24.32,4029,2010,"a",0.265,"2,500 - <20,000","adjacent"
2882,350,"Metro","Metro > 1 million","1","Nonspecialized",0.512,0.061,0.236,0.056,0.507,0.2,0.103,0.156092649,0.236656596,0.288016113,0.319234642,14,9,0.335,0.265,0.124,0.123,0.222,0.256,12,30.5,11.11,2270,1249,"a",0.572,"> 1,000,000","metro"
4297,303,"Metro","Metro <250k","2","Nonspecialized",0.481,0.058,0.204,0.061,0.519,0.234,0.138,0.129960317,0.330357143,0.288690476,0.250992063,13,10,0.38,0.201,0.143,0.094,0.096,0.292,14,10.1,17.41,1589,720,"a",0.406,"< 250,000","metro"
5095,278,"Metro","Metro > 1 million","1","Nonspecialized",0.468,0.045,0.246,0.126,0.502,0.246,0.14,0.110127827,0.273352999,0.350049164,0.26647001,11,8,0.337,0.209,0.115,0.063,0.133,0.268,10,3.2,19.16,2889,1959,"a",0.151,"> 1,000,000","metro"
5613,203,"Metro","Metro > 1 million","1","Federal/State government-dependent",0.527,0.038,0.163,0.055,0.519,0.241,0.134,0.086870681,0.14017769,0.196446199,0.576505429,13,6,0.192,0.076,0.072,0.076,0.133,0.174,13,1.4,5.29,859,740,"a",0.515,"> 1,000,000","metro"
1787,236,"Nonmetro","Urban >20,000 metro-adjacent","3","Recreation",0.496,0.056,0.158,0.057,0.511,0.214,0.186,0.096421471,0.393638171,0.301192843,0.208747515,10,12,0.28,0.195,0.106,0.086,0.194,0.236,13,3.9,8.07,1580,1340,"a",0.126,">20,000","adjacent"
2548,278,"Metro","Metro > 1 million","1","Manufacturing-dependent",0.478,0.057,0.195,0.052,0.509,0.261,0.111,0.129162462,0.369323915,0.304742684,0.196770938,13,8,0.338,0.203,0.097,0.103,0.172,0.331,12,7.25,15.22,3549,3500,"b",0.333,"> 1,000,000","metro"
4073,301,"Metro","Metro > 1 million","1","Nonspecialized",0.465,0.063,0.289,0.096,0.509,0.285,0.111,0.215725806,0.328629032,0.30141129,0.154233871,17,9,0.387,0.243,0.13,0.074,0.15,0.333,9,18.69,13.91,2810,1630,"b",0.556,"> 1,000,000","metro"
5432,287,"Metro","Metro 250k - 1 million","2","Federal/State government-dependent",0.411,0.068,0.265,0.074,0.511,0.227,0.178,0.157258065,0.289314516,0.347782258,0.205645161,12,10,0.288,0.231,0.128,0.084,0.132,0.312,12,5.3,19.54,4139,2660,"a",0.125,"250,000 - 1,000,000","metro"
5623,255,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.534,0.047,0.144,0.05,0.512,0.238,0.154,0.103869654,0.356415479,0.342158859,0.197556008,13,10,0.33,0.214,0.099,0.082,0.211,0.293,9,2.75,12.61,2160,2219,"b",0.087,"250,000 - 1,000,000","metro"
1310,238,"Nonmetro","Urban >20,000 metro non-adjacent","8","Recreation",0.467,0.07,0.288,0.121,0.505,0.23,0.16,0.052683897,0.30417495,0.350894632,0.292246521,12,9,0.224,0.166,0.071,0.06,0.185,0.198,11,1.78,25.2,1679,1399,"b",0.064,">20,000","nonadjacent"
2054,337,"Metro","Metro > 1 million","1","Nonspecialized",0.489,0.036,0.233,0.119,0.511,0.264,0.135,0.129096326,0.346573982,0.302879841,0.221449851,12,9,0.323,0.171,0.12,0.08,0.115,0.293,10,4.44,20,3969,2709,"b",0.144,"> 1,000,000","metro"
5214,223,"Metro","Metro > 1 million","1","Federal/State government-dependent",0.396,0.065,0.136,0.049,0.455,0.219,0.107,0.111451943,0.340490798,0.335378323,0.212678937,10,7,0.363,0.253,0.121,0.084,0.164,0.286,12,4.48,11.41,5970,6089,"b",0.394,"> 1,000,000","metro"
6151,209,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Recreation",0.476,0.065,0.175,0.05,0.517,0.204,0.176,0.093186373,0.450901804,0.275551102,0.180360721,9,11,0.298,0.231,0.101,0.068,0.167,0.241,11,3.72,19.82,3239,1689,"b",0.02,"2,500 - <20,000","adjacent"
2033,282,"Metro","Metro > 1 million","1","Nonspecialized",0.521,0.075,0.232,0.087,0.517,0.237,0.122,0.117357002,0.278106509,0.333333333,0.271203156,14,9,0.281,0.204,0.107,0.1,0.16,0.255,12,13.97,15.98,1550,1219,"b",0.427,"> 1,000,000","metro"
4798,256,"Metro","Metro > 1 million","1","Nonspecialized",0.516,0.055,0.109,0.037,0.519,0.247,0.101,0.071428571,0.327967807,0.331991952,0.26861167,12,6,0.33,0.149,0.098,0.092,0.141,0.241,12,4.73,16.02,1560,2189,"b",0.503,"> 1,000,000","metro"
5958,381,"Nonmetro","Urban 2,500-19,999 metro-adjacent","4","Nonspecialized",0.373,0.05,0.327,0.147,0.477,0.254,0.152,0.155015198,0.416413374,0.277608916,0.150962513,14,12,0.352,0.26,0.106,0.08,0.095,0.361,10,8.85,39.32,5259,3690,"b",0.396,"2,500 - <20,000","adjacent"
5731,338,"Nonmetro","Urban >20,000 metro non-adjacent","8","Manufacturing-dependent",0.463,0.052,0.231,0.06,0.521,0.257,0.15,0.163819095,0.275376884,0.343718593,0.217085427,14,12,0.322,0.225,0.121,0.112,0.088,0.339,12,5.4,23.29,1670,1069,"a",0.315,">20,000","nonadjacent"
6083,312,"Nonmetro","Urban 2,500-19,999 metro-adjacent","4","Manufacturing-dependent",0.442,0.072,0.238,0.069,0.504,0.23,0.142,0.276953511,0.396636993,0.216617211,0.109792285,11,10,0.324,0.202,0.116,0.117,0.121,0.298,11,6.1,27.05,11609,5779,"b",0.348,"2,500 - <20,000","adjacent"
5096,355,"Metro","Metro <250k","2","Nonspecialized",0.42,0.06,0.219,0.047,0.516,0.23,0.171,0.173038229,0.318913481,0.352112676,0.155935614,11,14,0.331,0.264,0.14,0.083,0.107,0.318,13,6.5,18.34,2160,1319,"a",0.221,"< 250,000","metro"
5751,298,"Metro","Metro <250k","2","Nonspecialized",0.481,0.061,0.136,0.053,0.511,0.203,0.184,0.092519685,0.484251969,0.228346457,0.19488189,11,12,0.338,0.243,0.109,0.073,0.148,0.314,13,1.92,14.95,2009,1149,"b",0.033,"< 250,000","metro"
5915,302,"Nonmetro","Urban 2,500-19,999 metro-adjacent","5","Manufacturing-dependent",0.422,0.05,0.209,0.058,0.511,0.221,0.157,0.19019019,0.417417417,0.237237237,0.155155155,13,12,0.314,0.264,0.133,0.08,0.093,0.324,14,3.9,26.59,3299,1420,"a",0.077,"2,500 - <20,000","adjacent"
5881,267,"Metro","Metro > 1 million","1","Nonspecialized",0.507,0.056,0.13,0.052,0.503,0.2,0.171,0.084812623,0.392504931,0.247534517,0.275147929,10,12,0.277,0.194,0.11,0.075,0.168,0.242,14,1.22,11.98,1799,1459,"b",0.028,"> 1,000,000","metro"
2095,310,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.442,0.104,0.275,0.085,0.479,0.289,0.093,0.275582573,0.271529889,0.295845998,0.15704154,16,6,0.276,0.174,0.08,0.065,0.154,0.225,9,7.49,16.28,2339,1989,"b",0.624,"250,000 - 1,000,000","metro"
118,340,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.498,0.065,0.222,0.059,0.516,0.223,0.141,0.165829146,0.293467337,0.305527638,0.235175879,14,12,0.354,0.263,0.112,0.108,0.132,0.246,13,10.35,9.9,1840,1379,"b",0.359,"250,000 - 1,000,000","metro"
4104,278,"Metro","Metro 250k - 1 million","2","Mining-dependent",0.499,0.053,0.244,0.041,0.514,0.24,0.113,0.13796576,0.295065458,0.274924471,0.29204431,15,8,0.275,0.223,0.078,0.099,0.216,0.24,11,6.4,14.39,1570,959,"a",0.332,"250,000 - 1,000,000","metro"
2758,196,"Metro","Metro <250k","2","Federal/State government-dependent",0.595,0.029,0.113,0.051,0.509,0.201,0.1,0.045226131,0.172864322,0.264321608,0.51758794,13,5,0.239,0.131,0.052,0.063,0.228,0.192,11,1.83,6.87,510,580,"b",0.184,"< 250,000","metro"
2053,327,"Nonmetro","Urban 2,500-19,999 metro-adjacent","3","Nonspecialized",0.476,0.053,0.221,0.08,0.484,0.214,0.179,0.171144279,0.348258706,0.317412935,0.16318408,11,11,0.291,0.25,0.125,0.101,0.148,0.331,13,3.9,16.55,2880,2079,"a",0.165,"2,500 - <20,000","adjacent"
2609,287,"Nonmetro","Urban >20,000 metro-adjacent","3","Nonspecialized",0.439,0.056,0.129,0.036,0.501,0.215,0.176,0.116514691,0.351570415,0.321175279,0.210739615,11,11,0.255,0.24,0.088,0.078,0.203,0.259,13,1.9,10.54,1839,1959,"a",0.104,">20,000","adjacent"
1316,356,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","9","Federal/State government-dependent",0.407,0.061,0.27,0.083,0.525,0.249,0.152,0.169491525,0.302093719,0.362911266,0.16550349,12,13,0.303,0.242,0.14,0.113,0.107,0.345,12,6.1,28.56,5419,2400,"a",0.371,"2,500 - <20,000","nonadjacent"
5436,271,"Metro","Metro <250k","2","Nonspecialized",0.445,0.069,0.113,0.03,0.498,0.224,0.163,0.106930693,0.36039604,0.303960396,0.228712871,10,10,0.299,0.237,0.12,0.095,0.156,0.259,12,0.77,8.2,2130,1430,"b",0.117,"< 250,000","metro"
1250,350,"Nonmetro","Urban >20,000 metro-adjacent","5","Nonspecialized",0.439,0.068,0.261,0.061,0.504,0.239,0.146,0.170731707,0.37296748,0.263211382,0.193089431,13,11,0.344,0.163,0.108,0.083,0.092,0.278,12,3.68,25.96,3139,2050,"b",0.084,">20,000","adjacent"
5069,217,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.553,0.042,0.096,0.028,0.501,0.239,0.139,0.048144433,0.275827482,0.356068205,0.31995988,13,8,0.285,0.161,0.086,0.062,0.203,0.228,11,1.9,8.24,1459,1499,"a",0.083,"250,000 - 1,000,000","metro"
557,175,"Metro","Metro 250k - 1 million","2","Recreation",0.441,0.058,0.254,0.132,0.513,0.153,0.332,0.078528827,0.298210736,0.300198807,0.32306163,7,13,0.196,0.192,0.1,0.069,0.174,0.192,11,3.72,14,1469,1300,"b",0.151,"250,000 - 1,000,000","metro"
3239,359,"Nonmetro","Urban >20,000 metro-adjacent","5","Nonspecialized",0.406,0.078,0.241,0.061,0.529,0.282,0.147,0.238430584,0.452716298,0.1861167,0.122736419,16,11,0.412,0.247,0.15,0.108,0.153,0.353,10,6.46,28.31,3260,1509,"b",0.446,">20,000","adjacent"
5401,349,"Nonmetro","Urban >20,000 metro-adjacent","3","Nonspecialized",0.468,0.071,0.165,0.057,0.503,0.228,0.162,0.126719057,0.404715128,0.290766208,0.177799607,12,10,0.27,0.227,0.111,0.064,0.12,0.281,13,1.11,13.77,2410,2149,"b",0.079,">20,000","adjacent"
5169,322,"Metro","Metro <250k","2","Mining-dependent",0.462,0.06,0.176,0.057,0.496,0.181,0.188,0.098790323,0.434475806,0.313508065,0.153225806,10,12,0.31,0.215,0.122,0.076,0.24,0.338,14,2.03,12.59,2719,2260,"b",0.067,"< 250,000","metro"
2601,286,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Manufacturing-dependent",0.409,0.075,0.218,0.043,0.511,0.219,0.188,0.13253012,0.41064257,0.279116466,0.177710843,11,12,0.338,0.239,0.129,0.083,0.113,0.301,13,4.6,25.5,2649,2649,"a",0.022,"2,500 - <20,000","adjacent"
6080,245,"Metro","Metro 250k - 1 million","2","Federal/State government-dependent",0.476,0.044,0.2,0.119,0.502,0.294,0.103,0.103030303,0.28989899,0.370707071,0.236363636,16,7,0.279,0.131,0.09,0.08,0.112,0.189,12,1.22,10.38,1300,2269,"b",0.212,"250,000 - 1,000,000","metro"
3681,283,"Metro","Metro > 1 million","1","Nonspecialized",0.444,0.072,0.237,0.051,0.495,0.269,0.119,0.194360524,0.391742195,0.275931521,0.13796576,14,7,0.346,0.231,0.099,0.071,0.178,0.325,12,7.3,14.52,3919,3410,"a",0.332,"> 1,000,000","metro"
729,303,"Metro","Metro <250k","2","Nonspecialized",0.47,0.038,0.281,0.118,0.512,0.241,0.143,0.132113821,0.286585366,0.338414634,0.242886179,15,10,0.281,0.208,0.101,0.087,0.095,0.252,10,4.6,15.77,1539,1579,"a",0.342,"< 250,000","metro"
941,222,"Metro","Metro > 1 million","1","Nonspecialized",0.54,0.051,0.204,0.057,0.497,0.203,0.108,0.094282849,0.18555667,0.309929789,0.410230692,12,7,0.226,0.131,0.074,0.07,0.193,0.133,10,3.5,6.18,1109,770,"a",0.274,"> 1,000,000","metro"
4153,299,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.413,0.064,0.183,0.061,0.499,0.271,0.08,0.07715736,0.312690355,0.360406091,0.249746193,18,6,0.308,0.278,0.101,0.083,0.179,0.288,15,6.7,14.77,2450,2300,"a",0.311,"250,000 - 1,000,000","metro"
3879,337,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","8","Federal/State government-dependent",0.393,0.04,0.298,0.145,0.386,0.202,0.135,0.199199199,0.374374374,0.315315315,0.111111111,10,11,0.354,0.217,0.107,0.076,0.265,0.293,9,7,25.81,3860,2419,"a",0.373,"2,500 - <20,000","nonadjacent"
5265,420,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","9","Nonspecialized",0.357,0.056,0.319,0.097,0.527,0.278,0.143,0.226907631,0.322289157,0.320281124,0.130522088,15,11,0.36,0.268,0.158,0.108,0.071,0.339,13,4.7,41,1840,1979,"a",0.403,"2,500 - <20,000","nonadjacent"
3537,266,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.511,0.043,0.186,0.067,0.516,0.217,0.152,0.100697906,0.344965105,0.319042871,0.235294118,12,10,0.33,0.253,0.132,0.092,0.151,0.268,14,4,9.58,1550,1029,"a",0.144,"250,000 - 1,000,000","metro"
6093,296,"Metro","Metro > 1 million","1","Manufacturing-dependent",0.511,0.052,0.181,0.084,0.511,0.243,0.158,0.133200795,0.34194831,0.343936382,0.180914513,12,10,0.328,0.274,0.1,0.068,0.135,0.288,11,1.9,21.77,2360,1460,"a",0.03,"> 1,000,000","metro"
