"row_id","heart_disease_mortality_per_100k","metro","urban_influence","economic_typology","econ__pct_civilian_labor","econ__pct_unemployment","econ__pct_uninsured_adults","econ__pct_uninsured_children","demo__pct_female","demo__pct_below_18_years_of_age","demo__pct_aged_65_years_and_older","demo__pct_adults_less_than_a_high_school_diploma","demo__pct_adults_with_high_school_diploma","demo__pct_adults_with_some_college","demo__pct_adults_bachelors_or_higher","demo__birth_rate_per_1k","demo__death_rate_per_1k","health__pct_adult_obesity","health__pct_adult_smoking","health__pct_diabetes","health__pct_low_birthweight","health__pct_physical_inacticity","health__air_pollution_particulate_matter","health__motor_vehicle_crash_deaths_per_100k","health__pop_per_dentist","health__pop_per_primary_care_physician","pure_population","demo__pct_nonwhite","metro_adjacency"
1926,289,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Government",0.444,0.055,0.216,0.099,0.444,0.211,0.111,0.11334002,0.390170512,0.326980943,0.169508526,11,8,0.36,0.256,0.113,0.088,0.275,12,19.57,6810,3440,"250k_to_1mil",0.193,"metro"
1927,313,"Nonmetro","Micropolitan_adjacent_to_a_large_metro_area","Nonspecialized",0.472,0.049,0.137,0.024,0.493,0.215,0.161,0.124877089,0.402163225,0.321533923,0.151425762,10,10,0.317,0.294,0.098,0.073,0.323,13,19.07,2930,1840,"more_than_20k",0.104,"adjacent"
1930,319,"Nonmetro","Noncore_adjacent_to_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Farming",0.423,0.072,0.275,0.083,0.514,0.235,0.169,0.278493558,0.373637265,0.238850347,0.109018831,12,12,0.358,0.298,0.128,0.095,0.384,13,34.04,16560,7950,"less_than_2500",0.029,"nonadjacent"
1931,313,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Nonspecialized",0.407,0.079,0.231,0.066,0.496,0.216,0.179,0.189860835,0.421471173,0.27833002,0.110337972,10,12,0.342,0.331,0.128,0.085,0.311,12,37.42,NA,5199,"250k_to_1mil",0.063,"metro"
1933,274,"Nonmetro","Micropolitan_adjacent_to_a_small_metro_area","Nonspecialized",0.384,0.089,0.24,0.08,0.486,0.214,0.184,0.12751004,0.319277108,0.408634538,0.144578313,11,12,0.344,0.226,0.126,0.064,0.255,11,15.85,2150,2239,"more_than_20k",0.203,"adjacent"
1935,243,"Nonmetro","Noncore_adjacent_to_micro_area_and_contains_a_town_of_2500_19999_residents","Nonspecialized",0.583,0.038,0.152,0.052,0.498,0.215,0.202,0.106382979,0.34751773,0.378926039,0.167173252,11,11,0.32,0.203,0.084,0.07,0.292,12,13.85,1990,2529,"2500_to_20k",0.135,"nonadjacent"
1936,279,"Nonmetro","Micropolitan_not_adjacent_to_a_metro_area","Farming",0.412,0.051,0.289,0.076,0.51,0.254,0.123,0.202581927,0.250248262,0.313803376,0.233366435,16,7,0.277,0.224,0.085,0.063,0.268,9,17.91,2850,1699,"2500_to_20k",0.444,"nonadjacent"
1938,236,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Farming",0.538,0.038,0.148,0.086,0.499,0.254,0.163,0.048275862,0.393103448,0.328078818,0.230541872,10,6,0.314,0.173,0.107,0.047,0.228,9,22.4,NA,2339,"less_than_250k",0.041,"metro"
1939,247,"Nonmetro","Noncore_adjacent_to_micro_area_and_contains_a_town_of_2500_19999_residents","Recreation",0.452,0.071,0.299,0.108,0.513,0.184,0.26,0.127254509,0.304609218,0.342685371,0.225450902,10,13,0.252,0.205,0.102,0.069,0.236,13,14.03,1989,1300,"2500_to_20k",0.107,"nonadjacent"
1940,229,"Nonmetro","Micropolitan_not_adjacent_to_a_metro_area","Farming",0.631,0.031,0.188,0.104,0.513,0.234,0.182,0.082178218,0.286138614,0.40990099,0.221782178,17,8,0.283,NA,0.084,NA,0.292,13,NA,NA,NA,"less_than_2500",0.056,"nonadjacent"
1941,189,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Farming",0.46,0.047,0.349,0.204,0.48,0.214,0.226,0.080039526,0.427865613,0.291501976,0.200592885,10,8,0.257,NA,0.095,NA,0.267,11,NA,NA,829,"less_than_250k",0.047,"metro"
1942,212,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Nonspecialized",0.554,0.055,0.105,0.029,0.499,0.246,0.12,0.07079646,0.334316618,0.315634218,0.279252704,12,7,0.3,0.185,0.095,0.076,0.226,11,10.99,1220,1210,"less_than_250k",0.101,"metro"
1944,316,"Nonmetro","Micropolitan_not_adjacent_to_a_metro_area","Manufacturing",0.516,0.049,0.146,0.04,0.493,0.224,0.177,0.0775428,0.421953676,0.345417925,0.155085599,12,13,0.353,0.212,0.093,0.076,0.29,10,14.82,2649,1610,"more_than_20k",0.076,"nonadjacent"
1946,399,"Nonmetro","Noncore_adjacent_to_a_large_metro_area","Nonspecialized",0.361,0.122,0.256,0.079,0.527,0.244,0.172,0.249240122,0.393110436,0.234042553,0.12360689,9,14,0.391,0.267,0.178,0.134,0.331,13,37.42,3640,5180,"less_than_2500",0.693,"adjacent"
1948,300,"Nonmetro","Micropolitan_not_adjacent_to_a_metro_area","Nonspecialized",0.468,0.039,0.255,0.118,0.502,0.284,0.135,0.252736318,0.367164179,0.23880597,0.141293532,16,10,0.315,0.234,0.113,0.071,0.308,14,17.14,4079,2450,"2500_to_20k",0.063,"nonadjacent"
1949,296,"Nonmetro","Micropolitan_adjacent_to_a_large_metro_area","Manufacturing",0.425,0.056,0.179,0.067,0.473,0.23,0.153,0.132482826,0.424926398,0.313052012,0.129538763,11,10,0.324,0.256,0.112,0.09,0.306,14,13.1,1950,2359,"more_than_20k",0.092,"adjacent"
1951,297,"Nonmetro","Noncore_adjacent_to_micro_area_and_contains_a_town_of_2500_19999_residents","Recreation",0.387,0.095,0.242,0.087,0.493,0.179,0.288,0.134194831,0.311133201,0.383697813,0.170974155,10,14,0.347,0.216,0.135,0.059,0.249,10,17.63,2559,2929,"2500_to_20k",0.151,"nonadjacent"
1953,321,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Nonspecialized",0.474,0.062,0.222,0.059,0.529,0.221,0.161,0.173562059,0.390514632,0.277497477,0.158425832,12,11,0.366,0.207,0.131,0.07,0.295,14,24.03,3680,4279,"less_than_250k",0.138,"metro"
1954,292,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Government",0.483,0.066,0.177,0.053,0.518,0.232,0.139,0.100790514,0.273715415,0.394268775,0.231225296,14,9,0.371,0.181,0.124,0.094,0.268,12,7.78,1740,2519,"more_than_1mil",0.547,"metro"
1957,333,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Nonspecialized",0.47,0.08,0.116,0.041,0.512,0.236,0.128,0.109657948,0.323943662,0.264587525,0.301810865,11,7,0.28,0.18,0.099,0.079,0.283,11,6.22,1559,1070,"more_than_1mil",0.343,"metro"
1959,255,"Nonmetro","Micropolitan_not_adjacent_to_a_metro_area","Manufacturing",0.503,0.034,0.382,0.182,0.49,0.321,0.095,0.365287588,0.265388496,0.259334006,0.109989909,19,6,0.325,NA,0.089,0.064,0.273,10,26.37,4489,3129,"2500_to_20k",0.642,"nonadjacent"
1961,325,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Mining",0.449,0.044,0.287,0.152,0.507,0.258,0.147,0.155870445,0.37145749,0.317813765,0.1548583,13,9,0.295,0.163,0.096,0.065,0.271,10,29.96,3380,1939,"more_than_1mil",0.205,"metro"
1962,314,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Farming",0.447,0.053,0.199,0.056,0.502,0.192,0.212,0.230616302,0.367793241,0.284294235,0.117296223,8,14,0.294,0.285,0.109,0.093,0.323,13,26.5,5869,3299,"250k_to_1mil",0.025,"metro"
1963,239,"Nonmetro","Noncore_adjacent_to_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Farming",0.538,0.039,0.194,0.099,0.458,0.219,0.194,0.11641791,0.31840796,0.342288557,0.222885572,15,9,0.286,0.226,0.096,0.057,0.322,11,NA,5039,2289,"less_than_2500",0.19,"nonadjacent"
1964,315,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Nonspecialized",0.461,0.049,0.166,0.032,0.519,0.248,0.129,0.129482072,0.337649402,0.304780876,0.228087649,12,9,0.307,0.224,0.115,0.091,0.28,13,21.25,3450,3079,"250k_to_1mil",0.227,"metro"
1970,340,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Nonspecialized",0.371,0.092,0.228,0.045,0.504,0.241,0.156,0.232323232,0.476767677,0.206060606,0.084848485,13,13,0.297,0.508,0.125,0.073,0.399,13,28.64,3140,2770,"2500_to_20k",0.012,"adjacent"
1972,223,"Nonmetro","Noncore_adjacent_to_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Nonspecialized",0.44,0.059,0.253,0.139,0.493,0.205,0.199,0.08358209,0.382089552,0.292537313,0.241791045,7,6,0.307,0.106,0.076,0.081,0.248,11,35.92,5690,2870,"less_than_2500",0.041,"nonadjacent"
1975,189,"Nonmetro","Noncore_not_adjacent_to_a_metro_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Nonspecialized",0.425,0.084,0.195,0.107,0.476,0.188,0.214,0.088,0.394,0.362,0.156,9,8,0.275,NA,0.096,NA,0.195,10,NA,NA,NA,"less_than_2500",0.071,"nonadjacent"
1979,386,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Nonspecialized",0.416,0.088,0.298,0.079,0.505,0.253,0.147,0.209562564,0.414038657,0.225839268,0.150559512,14,10,0.38,0.175,0.112,0.124,0.344,12,26.32,2740,1490,"2500_to_20k",0.381,"adjacent"
1980,355,"Nonmetro","Noncore_not_adjacent_to_a_metro_micro_area_and_contains_a_town_of_2500__or_more_residents","Nonspecialized",0.479,0.051,0.223,0.091,0.513,0.254,0.172,0.125502008,0.409638554,0.304216867,0.16064257,13,13,0.299,0.234,0.11,0.064,0.286,9,30.52,3579,2989,"2500_to_20k",0.03,"nonadjacent"
1981,302,"Nonmetro","Micropolitan_adjacent_to_a_small_metro_area","Manufacturing",0.434,0.059,0.222,0.071,0.506,0.241,0.16,0.198795181,0.411646586,0.236947791,0.152610442,13,12,0.307,0.261,0.132,0.095,0.311,14,26.01,3330,1399,"2500_to_20k",0.069,"adjacent"
1982,268,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Manufacturing",0.503,0.054,0.256,0.111,0.507,0.281,0.132,0.188362919,0.365877712,0.262327416,0.183431953,15,8,0.297,0.197,0.091,0.078,0.273,13,13.84,3080,2089,"less_than_250k",0.224,"metro"
1987,186,"Nonmetro","Noncore_adjacent_to_micro_area_and_contains_a_town_of_2500_19999_residents","Recreation",0.507,0.072,0.254,0.128,0.501,0.191,0.186,0.043868395,0.324027916,0.282153539,0.34995015,10,10,0.24,0.136,0.066,0.066,0.19,11,23.56,1560,959,"2500_to_20k",0.05,"nonadjacent"
1989,341,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Mining",0.376,0.075,0.264,0.059,0.44,0.191,0.18,0.232835821,0.411940299,0.226865672,0.128358209,11,10,0.387,0.23,0.149,0.134,0.332,11,20.9,3330,3360,"2500_to_20k",0.541,"adjacent"
1990,328,"Nonmetro","Noncore_not_adjacent_to_a_metro_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Farming",0.411,0.062,0.438,0.22,0.514,0.245,0.225,0.261645193,0.275520317,0.330029732,0.132804757,12,14,0.289,NA,0.112,0.1,0.282,10,NA,NA,1679,"less_than_2500",0.425,"nonadjacent"
1991,432,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Manufacturing",0.411,0.061,0.267,0.09,0.518,0.218,0.193,0.223762376,0.387128713,0.273267327,0.115841584,10,15,0.345,0.2,0.138,0.092,0.315,13,34.34,9760,2790,"less_than_2500",0.048,"adjacent"
1992,279,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Government",0.468,0.067,0.289,0.073,0.523,0.212,0.109,0.153144016,0.231237323,0.26673428,0.348884381,13,8,0.319,0.2,0.111,0.134,0.287,12,11.84,1729,1119,"more_than_1mil",0.694,"metro"
1995,204,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Mining",0.442,0.065,0.354,0.129,0.495,0.288,0.11,0.183026585,0.323108384,0.348670757,0.145194274,15,7,0.308,0.226,0.091,0.073,0.241,10,31.07,1429,1799,"less_than_250k",0.582,"metro"
2001,354,"Nonmetro","Micropolitan_not_adjacent_to_a_metro_area","Government",0.41,0.066,0.262,0.059,0.517,0.197,0.159,0.130478088,0.34063745,0.293824701,0.235059761,11,10,0.324,0.121,0.11,0.083,0.314,11,17,2570,1899,"2500_to_20k",0.279,"nonadjacent"
2002,193,"Nonmetro","Noncore_adjacent_to_a_small_metro_and_does_not_contain_a_town_of_at_least_2500_residents","Farming",0.604,0.069,0.118,0.069,0.491,0.234,0.199,0.107321966,0.376128385,0.326980943,0.189568706,12,8,0.271,NA,0.088,0.071,0.24,11,NA,4709,9439,"less_than_2500",0.05,"adjacent"
2004,282,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Nonspecialized",0.526,0.063,0.222,0.038,0.508,0.244,0.109,0.15136226,0.38950555,0.26135217,0.19778002,15,8,0.361,0.193,0.148,0.115,0.308,11,19.07,6139,8029,"250k_to_1mil",0.413,"metro"
2006,193,"Nonmetro","Noncore_adjacent_to_a_small_metro_and_does_not_contain_a_town_of_at_least_2500_residents","Farming",0.589,0.064,0.12,0.09,0.49,0.234,0.19,0.110675808,0.375122429,0.327130264,0.187071499,12,8,0.269,NA,0.086,0.074,0.236,12,NA,9519,NA,"less_than_2500",0.055,"adjacent"
2007,317,"Nonmetro","Micropolitan_adjacent_to_a_large_metro_area","Nonspecialized",0.411,0.084,0.241,0.077,0.527,0.244,0.158,0.239520958,0.369261477,0.28243513,0.108782435,13,11,0.356,0.279,0.154,0.114,0.321,12,17.71,2349,2250,"more_than_20k",0.582,"adjacent"
2008,138,"Nonmetro","Micropolitan_not_adjacent_to_a_metro_area","Farming",0.626,0.032,0.162,0.095,0.494,0.226,0.21,0.068181818,0.33201581,0.335968379,0.263833992,6,5,0.296,0.14,0.07,NA,0.267,13,NA,NA,1309,"less_than_2500",0.062,"nonadjacent"
2012,354,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Manufacturing",0.443,0.076,0.294,0.138,0.513,0.239,0.188,0.166332665,0.343687375,0.333667335,0.156312625,12,12,0.317,NA,0.135,0.093,0.306,10,37.2,2579,6420,"2500_to_20k",0.323,"adjacent"
2013,254,"Nonmetro","Noncore_adjacent_to_a_large_metro_area","Government",0.484,0.058,0.289,0.126,0.502,0.196,0.142,0.147524752,0.281188119,0.287128713,0.284158416,10,8,0.29,NA,0.092,0.064,0.218,13,23.57,4110,2729,"2500_to_20k",0.053,"adjacent"
2014,185,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Nonspecialized",0.563,0.03,0.09,0.028,0.507,0.247,0.114,0.045634921,0.146825397,0.204365079,0.603174603,12,5,0.234,0.085,0.087,0.075,0.187,13,6.24,1239,509,"more_than_1mil",0.41,"metro"
2016,193,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Recreation",0.49,0.051,0.3,0.134,0.519,0.19,0.222,0.120445344,0.252024291,0.29048583,0.337044534,10,11,0.225,0.144,0.098,0.084,0.229,11,12.61,1440,1289,"more_than_1mil",0.419,"metro"
2020,205,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Nonspecialized",0.504,0.053,0.219,0.046,0.501,0.28,0.109,0.171514544,0.238716148,0.273821464,0.315947844,13,6,0.278,0.144,0.087,0.071,0.206,13,6.86,1730,2289,"more_than_1mil",0.424,"metro"
2021,241,"Nonmetro","Noncore_adjacent_to_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Farming",0.516,0.033,0.161,0.075,0.505,0.244,0.185,0.092369478,0.364457831,0.321285141,0.22188755,13,11,0.346,0.179,0.093,0.102,0.311,11,NA,1750,2150,"less_than_2500",0.03,"nonadjacent"
2023,210,"Nonmetro","Noncore_adjacent_to_a_small_metro_and_does_not_contain_a_town_of_at_least_2500_residents","Nonspecialized",0.436,0.052,0.248,0.11,0.52,0.181,0.27,0.12248996,0.269076305,0.291164659,0.317269076,8,12,0.256,0.188,0.123,0.089,0.266,13,18.31,2550,1840,"less_than_2500",0.109,"adjacent"
2024,210,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Recreation",0.487,0.064,0.226,0.081,0.502,0.203,0.139,0.095808383,0.219560878,0.360279441,0.324351297,11,7,0.252,0.146,0.079,0.039,0.152,12,8.99,1549,1170,"less_than_250k",0.141,"metro"
2025,328,"Nonmetro","Noncore_not_adjacent_to_a_metro_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Nonspecialized",0.266,0.158,0.26,0.067,0.495,0.22,0.145,0.312436805,0.373104146,0.226491405,0.087967644,10,11,0.336,0.328,0.139,0.12,0.366,13,31.27,2589,3260,"less_than_2500",0.021,"nonadjacent"
2027,377,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Mining",0.42,0.05,0.325,0.179,0.494,0.284,0.112,0.283851555,0.313941825,0.287863591,0.114343029,18,9,0.317,NA,0.096,0.104,0.256,11,37.51,3709,2389,"2500_to_20k",0.583,"adjacent"
2029,209,"Nonmetro","Noncore_not_adjacent_to_a_metro_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Farming",0.49,0.038,0.189,0.094,0.499,0.209,0.256,0.075301205,0.31124498,0.388554217,0.224899598,10,8,0.326,NA,0.112,NA,0.277,13,NA,1359,1349,"less_than_2500",0.06,"nonadjacent"
2031,256,"Nonmetro","Noncore_not_adjacent_to_a_metro_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Farming",0.588,0.026,0.208,0.111,0.513,0.192,0.278,0.062437059,0.395770393,0.379657603,0.162134945,11,10,0.273,0.113,0.105,NA,0.282,12,NA,499,1999,"less_than_2500",0.03,"nonadjacent"
2033,282,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Nonspecialized",0.521,0.075,0.232,0.087,0.517,0.237,0.122,0.117357002,0.278106509,0.333333333,0.271203156,14,9,0.281,0.204,0.107,0.1,0.255,12,15.98,1550,1219,"more_than_1mil",0.427,"metro"
2041,252,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Nonspecialized",0.492,0.078,0.256,0.071,0.516,0.237,0.125,0.172205438,0.351460222,0.210473313,0.265861027,14,7,0.255,0.161,0.097,0.085,0.272,11,5.74,1479,1719,"more_than_1mil",0.566,"metro"
2043,307,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Manufacturing",0.442,0.065,0.187,0.074,0.52,0.211,0.186,0.115927419,0.454637097,0.26108871,0.168346774,10,12,0.341,0.244,0.108,0.086,0.312,14,13.03,1959,1919,"250k_to_1mil",0.1,"metro"
2045,279,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Nonspecialized",0.447,0.068,0.163,0.06,0.482,0.227,0.14,0.134673367,0.432160804,0.263316583,0.169849246,10,8,0.328,0.214,0.094,0.087,0.321,13,15.23,3600,2149,"more_than_1mil",0.059,"metro"
2048,253,"Nonmetro","Noncore_adjacent_to_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Farming",0.524,0.033,0.159,0.066,0.495,0.227,0.203,0.083416087,0.421052632,0.351539225,0.143992056,13,10,0.303,0.183,0.105,0.061,0.245,9,NA,2050,NA,"less_than_2500",0.097,"nonadjacent"
2051,221,"Nonmetro","Noncore_adjacent_to_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Farming",0.56,0.025,0.179,0.084,0.501,0.24,0.221,0.088620342,0.339375629,0.400805639,0.171198389,14,10,0.272,0.138,0.11,0.056,0.301,12,24.11,6619,1650,"less_than_2500",0.04,"nonadjacent"
2053,327,"Nonmetro","Micropolitan_adjacent_to_a_large_metro_area","Nonspecialized",0.476,0.053,0.221,0.08,0.484,0.214,0.179,0.171144279,0.348258706,0.317412935,0.16318408,11,11,0.291,0.25,0.125,0.101,0.331,13,16.55,2880,2079,"2500_to_20k",0.165,"adjacent"
2054,337,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Nonspecialized",0.489,0.036,0.233,0.119,0.511,0.264,0.135,0.129096326,0.346573982,0.302879841,0.221449851,12,9,0.323,0.171,0.12,0.08,0.293,10,20,3969,2709,"more_than_1mil",0.144,"metro"
2055,224,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Nonspecialized",0.491,0.064,0.151,0.078,0.5,0.253,0.163,0.098577236,0.388211382,0.367886179,0.145325203,12,11,0.29,0.257,0.078,0.058,0.245,12,25.59,2380,919,"more_than_1mil",0.075,"metro"
2057,312,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Nonspecialized",0.448,0.066,0.176,0.06,0.501,0.248,0.148,0.158486708,0.440695297,0.291411043,0.109406953,12,10,0.366,0.246,0.114,0.08,0.297,14,15.7,4489,4000,"more_than_1mil",0.024,"metro"
2060,289,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Nonspecialized",0.452,0.057,0.244,0.093,0.506,0.206,0.154,0.101694915,0.29112662,0.355932203,0.251246261,13,11,0.297,0.221,0.121,0.099,0.235,13,14.64,1830,1460,"250k_to_1mil",0.313,"metro"
2062,255,"Nonmetro","Noncore_not_adjacent_to_a_metro_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Recreation",0.469,0.068,0.192,0.09,0.527,0.157,0.346,0.101814516,0.324596774,0.289314516,0.284274194,8,18,0.301,NA,0.135,0.118,0.291,12,25.03,11139,1600,"less_than_2500",0.326,"nonadjacent"
2063,269,"Nonmetro","Noncore_not_adjacent_to_a_metro_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Government",0.502,0.044,0.308,0.22,0.47,0.191,0.222,0.196428571,0.353174603,0.279761905,0.170634921,12,15,0.283,NA,0.094,0.112,0.288,11,NA,NA,NA,"less_than_2500",0.564,"nonadjacent"
2066,261,"Nonmetro","Micropolitan_not_adjacent_to_a_metro_area","Government",0.434,0.068,0.129,0.048,0.494,0.189,0.143,0.142857143,0.354679803,0.276847291,0.225615764,9,8,0.295,0.167,0.082,0.083,0.237,11,12.15,2149,1480,"more_than_20k",0.081,"nonadjacent"
2069,254,"Nonmetro","Noncore_adjacent_to_micro_area_and_contains_a_town_of_2500_19999_residents","Farming",0.424,0.059,0.406,0.181,0.494,0.314,0.151,0.320850202,0.329959514,0.268218623,0.08097166,16,9,0.286,NA,0.102,0.085,0.267,9,26.48,3610,1199,"2500_to_20k",0.629,"nonadjacent"
2070,368,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Government",0.364,0.109,0.179,0.036,0.496,0.226,0.174,0.22718254,0.360119048,0.336309524,0.076388889,16,16,0.325,NA,0.117,0.125,0.306,13,28.16,4140,4009,"less_than_250k",0.371,"metro"
2074,192,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Recreation",0.497,0.054,0.154,0.093,0.492,0.181,0.168,0.069277108,0.25,0.359437751,0.321285141,8,8,0.167,0.232,0.073,0.132,0.157,13,10.2,2110,1550,"250k_to_1mil",0.091,"metro"
2075,356,"Nonmetro","Noncore_adjacent_to_micro_area_and_contains_a_town_of_2500_19999_residents","Government",0.402,0.069,0.277,0.11,0.509,0.26,0.158,0.176646707,0.308383234,0.361277445,0.153692615,14,14,0.327,0.249,0.137,0.116,0.351,12,26.58,7369,3069,"2500_to_20k",0.366,"nonadjacent"
2078,238,"Nonmetro","Noncore_not_adjacent_to_a_metro_micro_area_and_contains_a_town_of_2500__or_more_residents","Farming",0.57,0.033,0.126,0.045,0.509,0.223,0.225,0.064484127,0.380952381,0.369047619,0.185515873,10,12,0.302,0.154,0.107,0.06,0.325,12,12.45,1940,2559,"2500_to_20k",0.015,"nonadjacent"
2080,243,"Nonmetro","Noncore_not_adjacent_to_a_metro_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Nonspecialized",0.37,0.051,0.317,0.156,0.497,0.229,0.229,0.230460922,0.370741483,0.218436874,0.180360721,11,9,0.241,0.25,0.077,NA,0.296,11,NA,NA,NA,"less_than_2500",0.05,"nonadjacent"
2082,220,"Nonmetro","Noncore_adjacent_to_a_small_metro_and_does_not_contain_a_town_of_at_least_2500_residents","Farming",0.418,0.055,0.251,0.121,0.482,0.227,0.233,0.124756335,0.340155945,0.385964912,0.149122807,10,7,0.297,0.161,0.118,0.038,0.216,11,37.7,1950,3880,"less_than_2500",0.122,"adjacent"
2084,392,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Manufacturing",0.452,0.053,0.323,0.081,0.51,0.265,0.169,0.218106996,0.335390947,0.29526749,0.151234568,14,12,0.358,0.205,0.138,0.091,0.331,11,31,4630,1979,"2500_to_20k",0.299,"adjacent"
2088,259,"Nonmetro","Micropolitan_adjacent_to_a_small_metro_area","Manufacturing",0.502,0.045,0.233,0.096,0.502,0.254,0.156,0.156746032,0.405753968,0.258928571,0.178571429,12,10,0.313,0.204,0.101,0.068,0.283,13,20.05,2640,1560,"2500_to_20k",0.111,"adjacent"
2091,258,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Manufacturing",0.455,0.058,0.252,0.094,0.51,0.238,0.167,0.178781925,0.307465619,0.320235756,0.193516699,12,11,0.325,0.211,0.112,0.09,0.3,13,20.53,2609,1460,"250k_to_1mil",0.211,"metro"
2093,330,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Manufacturing",0.466,0.073,0.195,0.073,0.507,0.227,0.165,0.128331688,0.447186575,0.274432379,0.150049358,12,11,0.382,0.226,0.105,0.058,0.311,14,24.86,4520,1790,"less_than_250k",0.027,"metro"
2094,329,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Mining",0.62,0.033,0.358,0.141,0.411,0.229,0.129,0.392137097,0.32358871,0.137096774,0.147177419,14,8,0.282,NA,0.085,0.1,0.266,8,24.86,2890,NA,"2500_to_20k",0.857,"adjacent"
2095,310,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Nonspecialized",0.442,0.104,0.275,0.085,0.479,0.289,0.093,0.275582573,0.271529889,0.295845998,0.15704154,16,6,0.276,0.174,0.08,0.065,0.225,9,16.28,2339,1989,"250k_to_1mil",0.624,"metro"
2098,188,"Nonmetro","Noncore_not_adjacent_to_a_metro_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Recreation",0.757,0.112,NA,NA,NA,NA,NA,0.021212121,0.292929293,0.327272727,0.358585859,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"less_than_2500",NA,"nonadjacent"
2100,291,"Nonmetro","Micropolitan_adjacent_to_a_large_metro_area","Government",0.428,0.047,0.248,0.095,0.475,0.223,0.174,0.148809524,0.367063492,0.342261905,0.141865079,12,11,0.358,0.237,0.133,0.091,0.309,12,28.29,2250,2260,"more_than_20k",0.262,"adjacent"
2101,369,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Nonspecialized",0.383,0.078,0.277,0.141,0.49,0.219,0.171,0.128840436,0.495540139,0.310208127,0.065411298,10,9,0.309,NA,0.131,0.093,0.292,9,39.75,NA,14199,"250k_to_1mil",0.268,"metro"
